model,true_torus_distance,learned_distance
r2_gw,0.7703431844711304,0.5787329077720642
r2_gw,0.6113835573196411,0.5497790575027466
r2_gw,0.4905072748661041,0.6339990496635437
r2_gw,0.5572056770324707,0.3163248300552368
r2_gw,0.7030015587806702,0.539557933807373
r2_gw,0.4695584774017334,0.5694344639778137
r2_gw,0.303189218044281,0.0334249846637249
r2_gw,0.6249478459358215,0.6117500066757202
r2_gw,0.6501325964927673,0.1223892942070961
r2_gw,0.61366868019104,0.5238696336746216
r2_gw,0.972458004951477,0.6524598598480225
r2_gw,0.24532049894332886,0.09642396122217178
r2_gw,0.1428675353527069,0.15102559328079224
r2_gw,0.25660037994384766,0.3858160972595215
r2_gw,0.534428596496582,0.3129233121871948
r2_gw,0.6478017568588257,0.6229436993598938
r2_gw,0.7003751397132874,0.6010311245918274
r2_gw,0.2121567279100418,0.2758656144142151
r2_gw,0.6586449146270752,0.5589358806610107
r2_gw,0.37900349497795105,0.33415690064430237
r2_gw,0.31782227754592896,0.46151280403137207
r2_gw,0.5789548754692078,0.5875211954116821
r2_gw,0.36694344878196716,0.19142338633537292
r2_gw,0.42073845863342285,0.36164796352386475
r2_gw,0.38262709975242615,0.3438322842121124
r2_gw,0.7120835781097412,0.183813214302063
r2_gw,0.8122634887695312,0.6276764273643494
r2_gw,0.5776139497756958,0.5851824879646301
r2_gw,0.1728813499212265,0.051366373896598816
r2_gw,0.5347508788108826,0.12078267335891724
r2_gw,0.9016340374946594,0.7017537951469421
r2_gw,0.27663174271583557,0.07252517342567444
r2_gw,0.6615813374519348,0.07760677486658096
r2_gw,0.15465745329856873,0.07797761261463165
r2_gw,0.6179643273353577,0.6597713828086853
r2_gw,0.44655391573905945,0.11657495051622391
r2_gw,0.4462526738643646,0.5354741811752319
r2_gw,0.6639848351478577,0.2579164505004883
r2_gw,0.7635514140129089,0.4384503960609436
r2_gw,0.24058984220027924,0.42321497201919556
r2_gw,0.9169763922691345,0.7158546447753906
r2_gw,0.3439236581325531,0.46638527512550354
