target_x,target_y,target_z,width_4_x,width_4_y,width_4_z,width_16_x,width_16_y,width_16_z,width_64_x,width_64_y,width_64_z
-0.9134514902,0.06300678519,-0.4020404457,-1,-0.1374728943,0.1931268386,-1,-0.1289690947,0.1784529116,-1,-0.4800130049,0.1824871451
-0.8928439374,0.3223384193,0.3145276567,-1,-0.4724080727,1.08120249,-1,-0.4603713683,1.026225175,-1,-0.3381477287,0.8558096042
-0.8979790312,-0.4204988874,0.1296701398,-1,0.4363330113,0.2734361757,-1,0.446644996,0.2642095029,-1,0.4468344394,0.3605140682
-0.8684134133,0.3328475248,0.3675196171,-1,-0.03320307651,-0.2050495073,-1,-0.01207977512,-0.1916961711,-1,0.09288526344,-0.4569932801
-0.8527799659,0.310286547,0.4201054493,-1,-0.009517987315,-0.385291491,-1,0.005851029677,-0.3648720242,-1,0.1155240312,-0.5235889159
-0.8677414248,0.08625921104,-0.489473358,-1,-0.01282900547,0.1432260089,-1,-0.0124903982,0.1247110673,-1,-0.08690774813,0.1654890712
-0.8267755549,0.06242612948,-0.5590573853,-1,-0.2000160478,0.04736340194,-1,-0.1795705029,0.05012624616,-1,-0.4925171694,0.1520233306
-0.8572152336,-0.4702998876,0.20976191,-1,0.3954263404,-0.3212896163,-1,0.3726092515,-0.3125135455,-1,0.2161639119,-0.5246611167
-0.8362532503,-0.511606079,0.1973315013,-1,0.1063908145,-0.5621815518,-1,0.1016777022,-0.5342712737,-1,0.1624261762,-0.5854439112
-0.8683338434,-0.4657182378,0.170595602,-1,-0.1350393731,0.3286887373,-1,-0.1349890089,0.3028339481,-1,-0.4245188895,0.2656110493
-0.8299940963,0.1018281885,-0.5483984137,-1,-0.3000415807,-0.166174592,-1,-0.2847767423,-0.1520370917,-1,-0.4993882224,0.08231670829
-0.902009286,-0.04840924208,-0.4289939315,-1,-0.3385335813,0.1341562608,-1,-0.3213274419,0.1348667767,-1,-0.5357450494,0.1776612272
-0.831998971,0.123256487,-0.5409117771,-1,0.5526130569,-0.3023200683,-1,0.5302479424,-0.2905858321,-1,0.4276044027,-0.3255105986
-0.8046269316,0.360135235,0.472099686,-1,0.2698376074,-0.2172324924,-1,0.2578128037,-0.218039361,-1,0.1801593366,-0.4896915924
-0.8390866195,0.1886821227,-0.5102280878,-1,-0.4788463812,-0.04876423601,-1,-0.4805327405,-0.0396864478,-1,-0.5692228899,0.1416255666
-0.9003449165,-0.4216836149,0.1075265559,-1,0.02895395737,-0.6237739225,-1,0.01586166102,-0.6057762595,-1,0.1329371609,-0.6102953659
-0.8508663775,0.3206133921,0.4162132392,-1,0.04646590062,0.3774709354,-1,0.03618539873,0.3475839343,-1,0.2189316658,0.4331462328
-0.8638077798,-0.4577846161,0.2104028631,-1,0.05718863337,-0.2894611361,-1,0.07163926746,-0.2733194476,-1,0.1343045344,-0.4990386356
-0.8659154148,-0.4918319265,0.09105959814,-1,0.07703749118,-0.4426044411,-1,0.08480738714,-0.4182100632,-1,0.1486250482,-0.5450119413
-0.8699717343,0.3340461398,0.3627152574,-1,0.3715907192,0.990394557,-1,0.4424721883,1.049468739,-1,0.2653933084,0.8548279813
-0.8864354221,0.3184723722,0.3358684126,-1,0.1825775066,0.2142190411,-1,0.1690889394,0.1869736326,-1,0.3678691056,0.3395856754
-0.8580246933,-0.5004571215,0.1154828784,-1,-0.5758178687,-0.2425271518,-1,-0.5969097336,-0.2391804472,-1,-0.5867888285,0.03755918214
