model,true_so3_distance,learned_distance
r3_gw,0.9327625632286072,0.5248792171478271
r3_gw,0.8524863719940186,0.7771721482276917
r3_gw,0.5451673865318298,0.5825165510177612
r3_gw,0.9366678595542908,0.619906485080719
r3_gw,0.16066525876522064,0.2409866452217102
r3_gw,0.21220505237579346,0.18776816129684448
r3_gw,0.5944368243217468,0.4938323497772217
r3_gw,0.835092306137085,0.46423959732055664
r3_gw,0.466269314289093,0.3298875689506531
r3_gw,0.8519357442855835,0.4026705026626587
r3_gw,0.618015706539154,0.5188761353492737
r3_gw,0.5524152517318726,0.27592751383781433
r3_gw,0.4747381806373596,0.461169570684433
r3_gw,0.7567748427391052,0.29529279470443726
r3_gw,0.7544804811477661,0.6765627264976501
r3_gw,0.8347526788711548,0.6874768733978271
r3_gw,0.8357358574867249,0.5919185280799866
r3_gw,0.6683847904205322,0.04072736203670502
r3_gw,0.6940352320671082,0.6349043250083923
r3_gw,0.22454003989696503,0.1199493482708931
r3_gw,0.5614774823188782,0.62663733959198
r3_gw,0.33458757400512695,0.1528259962797165
r3_gw,0.7004082798957825,0.5404965281486511
r3_gw,0.9533771276473999,0.18380387127399445
r3_gw,0.7207324504852295,0.6691305041313171
r3_gw,0.9448050856590271,0.6149779558181763
r3_gw,0.2960648536682129,0.443248450756073
r3_gw,0.7326472997665405,0.43439018726348877
r3_gw,0.6968383193016052,0.5331190824508667
r3_gw,0.9822442531585693,0.6023460030555725
r3_gw,0.6948915123939514,0.628943145275116
r3_gw,0.8900606036186218,0.45496001839637756
r3_gw,0.968819797039032,0.5302999019622803
r3_gw,0.6513565182685852,0.5219345688819885
r3_gw,0.9533716440200806,0.6988062262535095
r3_gw,0.6900086998939514,0.6498296856880188
r3_gw,0.9383177161216736,0.5105583667755127
r3_gw,0.8800802230834961,0.5588718056678772
r3_gw,0.5164430737495422,0.5947785377502441
r3_gw,0.29468679428100586,0.4307635724544525
r3_gw,0.6086459755897522,0.5765355825424194
r3_gw,0.8588941097259521,0.5988690853118896
r3_gw,0.5915453433990479,0.40982887148857117
r3_gw,0.6700321435928345,0.5625040531158447
r3_gw,0.7370412945747375,0.36338672041893005
r3_gw,0.564370334148407,0.487816721200943
r3_gw,0.32871294021606445,0.48584115505218506
r3_gw,0.6749114394187927,0.5037161707878113
r3_gw,0.7006155848503113,0.49089837074279785
r3_gw,0.9384539723396301,0.506773829460144
r3_gw,0.6987485885620117,0.4571406841278076
r3_gw,0.7518854141235352,0.49585336446762085
r3_gw,0.4844236671924591,0.1170409619808197
r3_gw,0.8079343438148499,0.4290916919708252
r3_gw,0.8092665672302246,0.7172635197639465
r3_gw,0.566516637802124,0.5170295238494873
r3_gw,0.7800509333610535,0.5353283286094666
r3_gw,0.7191828489303589,0.7336903214454651
r3_gw,0.5725650191307068,0.47128450870513916
r3_gw,0.7788359522819519,0.3612990379333496
r3_gw,0.7114399075508118,0.4646821916103363
r3_gw,0.9678410887718201,0.06866278499364853
r3_gw,0.8887560963630676,0.7489296793937683
r3_gw,0.9341549873352051,0.6410958766937256
r3_gw,0.9422006607055664,0.5849890112876892
r3_gw,0.6609518527984619,0.5773447155952454
r3_gw,0.3071688413619995,0.3577190339565277
r3_gw,0.9452499151229858,0.4701436161994934
r3_gw,0.9144647121429443,0.57049161195755
r3_gw,0.769220232963562,0.6635143160820007
r3_gw,0.8794004917144775,0.5588607788085938
r3_gw,0.128054678440094,0.031190816313028336
r3_gw,0.9379767775535583,0.5871400237083435
r3_gw,0.8803770542144775,0.6617704033851624
r3_gw,0.9265507459640503,0.5568865537643433
r3_gw,0.7915960550308228,0.09772834181785583
r3_gw,0.2709326148033142,0.09985630214214325
r3_gw,0.939513087272644,0.7648611068725586
