teacher,teacher_frequency,teacher_derivative_amplitude,teacher_s,teacher_M1,method,repeat,seed,width,steps,evaluation_grid_size,output_rmse_tolerance,distance_distortion_tolerance,parameter_count,output_rmse,minimum_student_std,epsilon1_grid_max,q_theory,delta_cert,distance_distortion_bound,metric_distortion_max,metric_length_distortion_max,distance_distortion_max,distance_distortion_p95,triplet_accuracy,hard_triplet_accuracy,hard_triplet_fraction,certified_triplet_accuracy_lower_bound,triplet_accuracy_on_certified_subset,certified_all_distance_pass,empirical_all_distance_pass,certificate_scope
warped,4,0.2,0.8,1.2,c1,0,20370859,128,2500,48,0.02,0.05,18184,0.0008204473994878079,0.31295435756888856,0.022044893634390116,0.05339372205788785,0.08342769071544975,0.042622170047504015,0.031935006558822865,0.015842018504266697,0.026891647578359157,0.0097992038719343,0.9918619791666666,0.9858437146092865,0.5748697916666666,0.5159505208333334,1.0,1,1,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,0,20370987,256,2500,48,0.02,0.05,69128,0.0006711470728265039,0.31292584253881417,0.015269626138162377,0.03688026421398896,0.057625412834357743,0.029240201097283647,0.018468974458732967,0.009192238604089242,0.024709194601859386,0.009791089871967182,0.9918619791666666,0.9858437146092865,0.5748697916666666,0.671875,1.0,1,1,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,1,20370835,4,2500,48,0.02,0.05,80,0.02194608992770214,0.30355824050560487,0.2818590580840784,0.7559062680258319,1.181103543790362,inf,0.7494510300442454,0.32266814811737476,0.24203604422464364,0.06694918915459366,0.9326171875,0.8827859569648924,0.5748697916666666,0.0,nan,0,0,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,1,20370839,8,2500,48,0.02,0.05,184,0.017885288826491864,0.3077441192047272,0.22782210992578297,0.5986759775929146,0.9354312149889289,0.7458961137426838,0.6053953156964689,0.26704195498668026,0.2222089045659863,0.06610337158810066,0.9332682291666666,0.8839184597961495,0.5748697916666666,0.013020833333333334,1.0,0,0,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,1,20370847,16,2500,48,0.02,0.05,488,0.016148054885715746,0.3062671248274566,0.22719090116695229,0.5968738683737373,0.9326154193339644,0.740414598511327,0.6281208574351271,0.2759783922289307,0.20763864225322304,0.05794429432945367,0.94140625,0.8980747451868629,0.5748697916666666,0.013671875,1.0,0,0,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,1,20370863,32,2500,48,0.02,0.05,1480,0.002658640037229408,0.3107022024845754,0.056796087303132334,0.1395364050604626,0.21802563290697277,0.11570685454820628,0.09341621330955663,0.04566544042994769,0.041026595692829515,0.01237077544086464,0.9873046875,0.977916194790487,0.5748697916666666,0.3375651041666667,1.0,0,1,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,1,20370895,64,2500,48,0.02,0.05,5000,0.0011820704637393524,0.31230578192073993,0.026568888135650857,0.06447123734232679,0.10073630834738559,0.05170484992666213,0.03798843188734069,0.01881717294485208,0.029431701492595774,0.009875775244165339,0.9925130208333334,0.9869762174405436,0.5748697916666666,0.423828125,1.0,0,1,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,1,20370959,128,2500,48,0.02,0.05,18184,0.0008879428614396843,0.31249665553945216,0.02100835693773991,0.05086140771179926,0.07947094954968634,0.040557948362532126,0.030602406091825518,0.015185897307397278,0.026577660727247654,0.009909824787645847,0.9912109375,0.9847112117780294,0.5748697916666666,0.5403645833333334,1.0,1,1,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,1,20371087,256,2500,48,0.02,0.05,69128,0.0006429718162781983,0.3129736683928693,0.016805261699966597,0.04061504490072419,0.06346100765738154,0.032250552910197516,0.018084370294712437,0.00900167011492714,0.026465579885543766,0.009580717297345928,0.9908854166666666,0.984144960362401,0.5748697916666666,0.6412760416666666,1.0,1,1,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,2,20370935,4,2500,48,0.02,0.05,80,0.02300192204706176,0.29688982254019236,0.29070057582776015,0.7821882067732157,1.2221690730831491,inf,0.7904358219060208,0.33807168040655466,0.2876722525828639,0.06939040482040758,0.9290364583333334,0.8765571913929785,0.5748697916666666,0.0,nan,0,0,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,2,20370939,8,2500,48,0.02,0.05,184,0.01770056094550374,0.3067486251415507,0.22634830098935557,0.5944694757352214,0.9288585558362832,0.7332764649234778,0.6257489049032454,0.2750485892322869,0.22484153557509812,0.06473570428958113,0.9342447916666666,0.8856172140430351,0.5748697916666666,0.0146484375,1.0,0,0,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,2,20370947,16,2500,48,0.02,0.05,488,0.011010192560681354,0.2982117200198135,0.19757725753871466,0.5132221907894348,0.8019096731084917,0.5549266050509104,0.38036297404977293,0.17488849430478837,0.11015640295588458,0.03957527739398508,0.9641927083333334,0.9377123442808607,0.5748697916666666,0.052734375,1.0,0,0,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,2,20370963,32,2500,48,0.02,0.05,1480,0.0025446354084891604,0.3109072628881896,0.04981323924028066,0.12203313298028301,0.19067677028169217,0.10037606205797978,0.07474832563619271,0.03670069240653673,0.03095883960329071,0.011975097240910887,0.9889322916666666,0.9807474518686297,0.5748697916666666,0.3587239583333333,1.0,0,1,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,2,20370995,64,2500,48,0.02,0.05,5000,0.0011664503683281838,0.3118586413668707,0.026857625277620072,0.06517963270184123,0.1018431760966269,0.05228863892882807,0.04071798438305407,0.020155862789139833,0.02841522719031042,0.009761860831448785,0.9918619791666666,0.9858437146092865,0.5748697916666666,0.423828125,1.0,0,1,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,2,20371059,128,2500,48,0.02,0.05,18184,0.0007942214713494078,0.3130076096151002,0.01997124459882254,0.04832983764800009,0.07551537132500012,0.038498763040317296,0.02507283213889533,0.01261599776930522,0.028092573473533333,0.009755124840441927,0.9905598958333334,0.9835787089467724,0.5748697916666666,0.560546875,1.0,1,1,fixed_evaluation_grid
warped,4,0.2,0.8,1.2,c1,2,20371187,256,2500,48,0.02,0.05,69128,0.0007284848734454313,0.3130237585690182,0.019623312360329482,0.04748102405278182,0.07418910008247158,0.03780932247421542,0.02285907860251124,0.011495613870384114,0.024668992364915265,0.009684518476606662,0.9912109375,0.9847112117780294,0.5748697916666666,0.5729166666666666,1.0,1,1,fixed_evaluation_grid
