shape,relative_edge_noise,seed,stage,alpha,edge_stress,convexity_penalty,local_convex_max_signed
ellipsoid,0.0,0.0,3.0,0.07500000000000001,1.1743205351934109e-09,0.0,-0.10207817826072016
ellipsoid,0.0,0.0,4.0,0.1,1.1706216505073609e-09,0.0,-0.10117188679707662
ellipsoid,0.0,0.0,5.0,0.125,1.2449331236689412e-09,0.0,-0.10026175166916355
ellipsoid,0.0,0.0,6.0,0.15000000000000002,1.2464706028957948e-09,0.0,-0.09935338135032691
ellipsoid,0.0,0.0,7.0,0.17500000000000002,1.245393310852289e-09,0.0,-0.0984425014334207
ellipsoid,0.0,0.0,8.0,0.2,1.323272905235119e-09,0.0,-0.09753003261771388
ellipsoid,0.0,0.0,9.0,0.225,1.3880986021540782e-09,0.0,-0.09661580186983433
ellipsoid,0.0,0.0,10.0,0.25,1.4308751383986228e-09,0.0,-0.09569683744567066
ellipsoid,0.0,0.0,11.0,0.275,1.4037217347630212e-09,0.0,-0.09478357586294006
ellipsoid,0.0,0.0,12.0,0.30000000000000004,1.4987417954079535e-09,0.0,-0.09385823257515952
ellipsoid,0.0,0.0,13.0,0.325,1.4643564356658604e-09,0.0,-0.09293522393553376
ellipsoid,0.0,0.0,14.0,0.35000000000000003,1.511962670565217e-09,0.0,-0.09200868609296428
ellipsoid,0.0,0.0,15.0,0.375,1.6164282065309853e-09,0.0,-0.09108118359108015
ellipsoid,0.0,0.0,16.0,0.4,1.6560197014963577e-09,0.0,-0.09015110550744358
ellipsoid,0.0,0.0,17.0,0.42500000000000004,1.6992694435179078e-09,0.0,-0.08921885305245024
ellipsoid,0.0,0.0,18.0,0.45,1.652832106639612e-09,0.0,-0.08829239359257006
ellipsoid,0.0,0.0,19.0,0.47500000000000003,1.6688300403149872e-09,0.0,-0.08735441589481092
ellipsoid,0.0,0.0,20.0,0.5,1.7375667337221067e-09,0.0,-0.08641384664281171
ellipsoid,0.0,0.0,21.0,0.525,1.7478891141443544e-09,0.0,-0.08547646405314642
ellipsoid,0.0,0.0,22.0,0.55,1.7613742091257038e-09,0.0,-0.08453105050259162
ellipsoid,0.0,0.0,23.0,0.5750000000000001,1.8132799660217185e-09,0.0,-0.08358985526627159
ellipsoid,0.0,0.0,24.0,0.6000000000000001,1.8304910204410227e-09,0.0,-0.0826371165501241
ellipsoid,0.0,0.0,25.0,0.625,1.916052882984637e-09,0.0,-0.08168177594405489
ellipsoid,0.0,0.0,26.0,0.65,1.933623189201924e-09,0.0,-0.08072192148488216
ellipsoid,0.0,0.0,27.0,0.675,2.013304849585894e-09,0.0,-0.07976136450305349
ellipsoid,0.0,0.0,28.0,0.7000000000000001,1.9673583975433398e-09,0.0,-0.07880598110938707
ellipsoid,0.0,0.0,29.0,0.7250000000000001,2.0151541538015555e-09,0.0,-0.0778322067230283
ellipsoid,0.0,0.0,30.0,0.75,2.1123580247796214e-09,0.0,-0.07686278262872372
ellipsoid,0.0,0.0,31.0,0.775,2.013205123976263e-09,0.0,-0.07588535965755044
ellipsoid,0.0,0.0,32.0,0.8,2.0672804608996345e-09,0.0,-0.07490140523893081
ellipsoid,0.0,0.0,33.0,0.8250000000000001,2.1202081073300245e-09,0.0,-0.0739110691290205
ellipsoid,0.0,0.0,34.0,0.8500000000000001,2.183184941352129e-09,0.0,-0.07291024439874823
ellipsoid,0.0,0.0,35.0,0.875,2.227872590184709e-09,0.0,-0.071921306770155
ellipsoid,0.0,0.0,36.0,0.9,2.199608991765655e-09,0.0,-0.07089852941511403
ellipsoid,0.0,0.0,37.0,0.925,2.211394973059073e-09,0.0,-0.06989521775884924
ellipsoid,0.0,0.0,38.0,0.9500000000000001,2.246420124952825e-09,0.0,-0.06886524781983083
ellipsoid,0.0,0.0,39.0,0.9750000000000001,2.277910986075094e-09,0.0,-0.06782850938637368
ellipsoid,0.0,0.0,40.0,1.0,2.2206294510870872e-09,0.0,-0.06678733543622013
ellipsoid,0.005,0.0,0.0,0.0,9.085049936683241e-34,0.0,-0.10184590616986511
ellipsoid,0.005,0.0,1.0,0.025,7.274500350591109e-10,0.0,-0.10130261357468873
ellipsoid,0.005,0.0,2.0,0.05,1.0156553093148395e-09,0.0,-0.10075543287253848
ellipsoid,0.005,0.0,3.0,0.07500000000000001,1.0526313461259661e-09,0.0,-0.09988653497093565
ellipsoid,0.005,0.0,4.0,0.1,1.1185269516244666e-09,0.0,-0.09871391370072798
ellipsoid,0.005,0.0,5.0,0.125,1.1451510595338065e-09,0.0,-0.09753588120560744
ellipsoid,0.005,0.0,6.0,0.15000000000000002,1.196847486190598e-09,0.0,-0.09635600908340733
ellipsoid,0.005,0.0,7.0,0.17500000000000002,1.2045596185394648e-09,0.0,-0.09516614528265809
ellipsoid,0.005,0.0,8.0,0.2,1.2437317077437718e-09,0.0,-0.09397399942158548
ellipsoid,0.005,0.0,9.0,0.225,1.3449044748000582e-09,0.0,-0.09277350444319353
ellipsoid,0.005,0.0,10.0,0.25,1.3517334544686544e-09,0.0,-0.0915739809868461
ellipsoid,0.005,0.0,11.0,0.275,1.4173639610349121e-09,0.0,-0.09037230869086603
ellipsoid,0.005,0.0,12.0,0.30000000000000004,1.486502815909668e-09,0.0,-0.0891562151501909
ellipsoid,0.005,0.0,13.0,0.325,1.5167461632123925e-09,0.0,-0.08793677133543143
ellipsoid,0.005,0.0,14.0,0.35000000000000003,1.5516520281072752e-09,0.0,-0.08671302377508225
ellipsoid,0.005,0.0,15.0,0.375,1.6196411616844094e-09,0.0,-0.08548639049524162
ellipsoid,0.005,0.0,16.0,0.4,1.622732328232683e-09,0.0,-0.08425188737490524
ellipsoid,0.005,0.0,17.0,0.42500000000000004,1.6426975908715292e-09,0.0,-0.08300934037838281
ellipsoid,0.005,0.0,18.0,0.45,1.7383674367515609e-09,0.0,-0.08176022770046866
ellipsoid,0.005,0.0,19.0,0.47500000000000003,1.7478092026022196e-09,0.0,-0.08050979136528746
ellipsoid,0.005,0.0,20.0,0.5,1.8289367186093737e-09,0.0,-0.07924543162540902
ellipsoid,0.005,0.0,21.0,0.525,1.9177268725728354e-09,0.0,-0.0779735340767723
ellipsoid,0.005,0.0,22.0,0.55,1.931488818736272e-09,0.0,-0.0767048560738903
ellipsoid,0.005,0.0,23.0,0.5750000000000001,1.9785923313260513e-09,0.0,-0.0754215120611968
ellipsoid,0.005,0.0,24.0,0.6000000000000001,1.9593902211983927e-09,0.0,-0.074129858754941
ellipsoid,0.005,0.0,25.0,0.625,2.073146233500269e-09,0.0,-0.07283167258535751
ellipsoid,0.005,0.0,26.0,0.65,2.115104138430077e-09,0.0,-0.07152027761484833
ellipsoid,0.005,0.0,27.0,0.675,2.0966735500767713e-09,0.0,-0.07020731205423265
ellipsoid,0.005,0.0,28.0,0.7000000000000001,2.1738563589551916e-09,0.0,-0.0688788489716555
ellipsoid,0.005,0.0,29.0,0.7250000000000001,2.2335306207707695e-09,0.0,-0.06754009014205185
ellipsoid,0.005,0.0,30.0,0.75,2.3118974639989903e-09,0.0,-0.0661887543272978
ellipsoid,0.005,0.0,31.0,0.775,2.353970924076967e-09,0.0,-0.06482826275738626
ellipsoid,0.005,0.0,32.0,0.8,2.300681751422454e-09,0.0,-0.06346277880231484
ellipsoid,0.005,0.0,33.0,0.8250000000000001,2.4031410174176964e-09,0.0,-0.06207750753760136
ellipsoid,0.005,0.0,34.0,0.8500000000000001,2.495572217732798e-09,0.0,-0.060677714343423166
ellipsoid,0.005,0.0,35.0,0.875,2.4746365751352368e-09,0.0,-0.059272681064345654
ellipsoid,0.005,0.0,36.0,0.9,2.4428364405216206e-09,0.0,-0.057852123492770566
ellipsoid,0.005,0.0,37.0,0.925,2.4966360194817393e-09,0.0,-0.05641180593832553
ellipsoid,0.005,0.0,38.0,0.9500000000000001,2.6589151780968586e-09,0.0,-0.05494686896654934
ellipsoid,0.005,0.0,39.0,0.9750000000000001,2.680688559320807e-09,0.0,-0.05347084953755636
ellipsoid,0.005,0.0,40.0,1.0,2.6367069966491616e-09,0.0,-0.05199039962894182
ellipsoid,0.005,1.0,0.0,0.0,1.23897583344887e-33,0.0,-0.10405563918123358
ellipsoid,0.005,1.0,1.0,0.025,8.042112624870026e-10,0.0,-0.10325101187132577
ellipsoid,0.005,1.0,2.0,0.05,9.856868801486755e-10,0.0,-0.10244194304654394
ellipsoid,0.005,1.0,3.0,0.07500000000000001,9.828537411825855e-10,0.0,-0.10109214430513466
ellipsoid,0.005,1.0,4.0,0.1,1.0171071628849808e-09,0.0,-0.09957533908817855
ellipsoid,0.005,1.0,5.0,0.125,1.053000642119662e-09,0.0,-0.09805108975006806
ellipsoid,0.005,1.0,6.0,0.15000000000000002,1.0594656743758837e-09,0.0,-0.0965189898018302
ellipsoid,0.005,1.0,7.0,0.17500000000000002,1.0966995470667135e-09,0.0,-0.09497752849556368
ellipsoid,0.005,1.0,8.0,0.2,1.088079580597683e-09,0.0,-0.09342866277480469
ellipsoid,0.005,1.0,9.0,0.225,1.0837667648587137e-09,0.0,-0.09186980826066567
ellipsoid,0.005,1.0,10.0,0.25,1.0867450407639414e-09,0.0,-0.090302239900032
ellipsoid,0.005,1.0,11.0,0.275,1.155013103606164e-09,0.0,-0.0887231751836922
ellipsoid,0.005,1.0,12.0,0.30000000000000004,1.1142094085279352e-09,0.0,-0.08713511590657455
ellipsoid,0.005,1.0,13.0,0.325,1.1754679335398456e-09,0.0,-0.08553626782203602
ellipsoid,0.005,1.0,14.0,0.35000000000000003,1.1426039840045905e-09,0.0,-0.08392665577449729
ellipsoid,0.005,1.0,15.0,0.375,1.1482642621950481e-09,0.0,-0.08230481015845688
ellipsoid,0.005,1.0,16.0,0.4,1.1634811746668925e-09,0.0,-0.08067136012082278
ellipsoid,0.005,1.0,17.0,0.42500000000000004,1.15156927074935e-09,0.0,-0.0790259946908509
ellipsoid,0.005,1.0,18.0,0.45,1.1922896180166767e-09,0.0,-0.07736550806046062
ellipsoid,0.005,1.0,19.0,0.47500000000000003,1.1906599779771404e-09,0.0,-0.07569403115134046
ellipsoid,0.005,1.0,20.0,0.5,1.1661806697797817e-09,0.0,-0.07400814593736117
ellipsoid,0.005,1.0,21.0,0.525,1.2023254289470816e-09,0.0,-0.07230689010212622
ellipsoid,0.005,1.0,22.0,0.55,1.1798747629937657e-09,0.0,-0.07058938020328931
ellipsoid,0.005,1.0,23.0,0.5750000000000001,1.2115213068949458e-09,0.0,-0.06885856006063781
ellipsoid,0.005,1.0,24.0,0.6000000000000001,1.1735465962035699e-09,0.0,-0.06710968771854835
ellipsoid,0.005,1.0,25.0,0.625,1.1917142599787396e-09,0.0,-0.06534433555685541
ellipsoid,0.005,1.0,26.0,0.65,1.2134672464594913e-09,0.0,-0.06356226217365984
ellipsoid,0.005,1.0,27.0,0.675,1.1695448435215076e-09,0.0,-0.06176018828510097
ellipsoid,0.005,1.0,28.0,0.7000000000000001,1.211978956655565e-09,0.0,-0.059938408111099274
ellipsoid,0.005,1.0,29.0,0.7250000000000001,1.1909936931692508e-09,0.0,-0.05809758790190712
ellipsoid,0.005,1.0,30.0,0.75,1.1773425296367402e-09,0.0,-0.05623605025325453
ellipsoid,0.005,1.0,31.0,0.775,1.2310227922345893e-09,0.0,-0.05434966634659991
ellipsoid,0.005,1.0,32.0,0.8,1.2096837681293072e-09,0.0,-0.05244168927206342
ellipsoid,0.005,1.0,33.0,0.8250000000000001,1.1896278945525536e-09,0.0,-0.05012083845962461
ellipsoid,0.005,1.0,34.0,0.8500000000000001,1.1990952204923784e-09,0.0,-0.04773478089263572
ellipsoid,0.005,1.0,35.0,0.875,1.126399894162212e-09,0.0,-0.045269817844565276
ellipsoid,0.005,1.0,36.0,0.9,1.150153990291235e-09,0.0,-0.042803782372867104
ellipsoid,0.005,1.0,37.0,0.925,1.1660115416691432e-09,0.0,-0.040321142382473245
ellipsoid,0.005,1.0,38.0,0.9500000000000001,1.1539780028229337e-09,0.0,-0.03777659669391509
ellipsoid,0.005,1.0,39.0,0.9750000000000001,1.1195687798192081e-09,0.0,-0.035198536418265966
ellipsoid,0.005,1.0,40.0,1.0,1.1366037234404977e-09,0.0,-0.032587427800541365
ellipsoid,0.005,2.0,0.0,0.0,6.594829596836472e-34,0.0,-0.1034717234092285
ellipsoid,0.005,2.0,1.0,0.025,8.413625870523898e-10,0.0,-0.1030547816236018
ellipsoid,0.005,2.0,2.0,0.05,1.1079536600763033e-09,0.0,-0.10264950090264978
ellipsoid,0.005,2.0,3.0,0.07500000000000001,1.1297307097408981e-09,0.0,-0.10224797690426686
ellipsoid,0.005,2.0,4.0,0.1,1.083943208384778e-09,0.0,-0.1018503274918529
ellipsoid,0.005,2.0,5.0,0.125,1.1459872572533448e-09,0.0,-0.10145127969550294
ellipsoid,0.005,2.0,6.0,0.15000000000000002,1.1293921893502523e-09,0.0,-0.10105706729958042
ellipsoid,0.005,2.0,7.0,0.17500000000000002,1.143810575134814e-09,0.0,-0.10066321429771302
ellipsoid,0.005,2.0,8.0,0.2,1.1902012620414817e-09,0.0,-0.10027073219109885
ellipsoid,0.005,2.0,9.0,0.225,1.1714720108117191e-09,0.0,-0.0998517597475445
ellipsoid,0.005,2.0,10.0,0.25,1.2310646237600324e-09,0.0,-0.09911508982299648
ellipsoid,0.005,2.0,11.0,0.275,1.2451868919488544e-09,0.0,-0.0983763360401558
ellipsoid,0.005,2.0,12.0,0.30000000000000004,1.214700871215652e-09,0.0,-0.09763337642139766
ellipsoid,0.005,2.0,13.0,0.325,1.241463308536955e-09,0.0,-0.09688998545903658
ellipsoid,0.005,2.0,14.0,0.35000000000000003,1.2221683242555499e-09,0.0,-0.09614464534468385
ellipsoid,0.005,2.0,15.0,0.375,1.2995244880238415e-09,0.0,-0.09540117444982524
ellipsoid,0.005,2.0,16.0,0.4,1.2433694864826111e-09,0.0,-0.09464875886523869
ellipsoid,0.005,2.0,17.0,0.42500000000000004,1.25978051308932e-09,0.0,-0.09389684717114055
ellipsoid,0.005,2.0,18.0,0.45,1.2857286098951959e-09,0.0,-0.09314410413806916
ellipsoid,0.005,2.0,19.0,0.47500000000000003,1.2979770542240993e-09,0.0,-0.09193181136594822
ellipsoid,0.005,2.0,20.0,0.5,1.3572098331798617e-09,0.0,-0.09046735022825898
ellipsoid,0.005,2.0,21.0,0.525,1.3172962917489994e-09,0.0,-0.08899247316259344
ellipsoid,0.005,2.0,22.0,0.55,1.2844208689845998e-09,0.0,-0.08750775319886454
ellipsoid,0.005,2.0,23.0,0.5750000000000001,1.3720693785804627e-09,0.0,-0.08601172215121801
ellipsoid,0.005,2.0,24.0,0.6000000000000001,1.3684611163050281e-09,0.0,-0.0845057203009394
ellipsoid,0.005,2.0,25.0,0.625,1.3037965455461656e-09,0.0,-0.08298892809306048
ellipsoid,0.005,2.0,26.0,0.65,1.3504311513421061e-09,0.0,-0.08145891454383826
ellipsoid,0.005,2.0,27.0,0.675,1.373633366175109e-09,0.0,-0.07991687416503127
ellipsoid,0.005,2.0,28.0,0.7000000000000001,1.3281894721128261e-09,0.0,-0.07836232578211556
ellipsoid,0.005,2.0,29.0,0.7250000000000001,1.3791210853884995e-09,0.0,-0.07679579811604322
ellipsoid,0.005,2.0,30.0,0.75,1.3334238876355829e-09,0.0,-0.07521652990060389
ellipsoid,0.005,2.0,31.0,0.775,1.3272136205714091e-09,0.0,-0.0736231104463956
ellipsoid,0.005,2.0,32.0,0.8,1.3604722092147546e-09,0.0,-0.07201534601475826
ellipsoid,0.005,2.0,33.0,0.8250000000000001,1.3974980339189405e-09,0.0,-0.07039247714845756
ellipsoid,0.005,2.0,34.0,0.8500000000000001,1.3466689464350045e-09,0.0,-0.06875344662654968
ellipsoid,0.005,2.0,35.0,0.875,1.3924172111062825e-09,0.0,-0.06710196715721681
ellipsoid,0.005,2.0,36.0,0.9,1.3115529613477486e-09,0.0,-0.06542936003900784
ellipsoid,0.005,2.0,37.0,0.925,1.3295906025125164e-09,0.0,-0.06374671381182363
ellipsoid,0.005,2.0,38.0,0.9500000000000001,1.370659942010523e-09,0.0,-0.06204506064003057
ellipsoid,0.005,2.0,39.0,0.9750000000000001,1.324363918942909e-09,0.0,-0.060316581971820805
ellipsoid,0.005,2.0,40.0,1.0,1.3312041098846832e-09,0.0,-0.05857234594955505
ellipsoid,0.01,0.0,0.0,0.0,1.3986036149147189e-33,0.0,-0.10158040024876837
ellipsoid,0.01,0.0,1.0,0.025,6.486195404638487e-10,0.0,-0.10021980419039674
ellipsoid,0.01,0.0,2.0,0.05,9.077722780202817e-10,0.0,-0.09884833528443586
ellipsoid,0.01,0.0,3.0,0.07500000000000001,1.0049260902005817e-09,0.0,-0.09747050711568095
ellipsoid,0.01,0.0,4.0,0.1,1.0222124315984471e-09,0.0,-0.09608574715620152
ellipsoid,0.01,0.0,5.0,0.125,1.1031988716786098e-09,0.0,-0.09469519504281385
ellipsoid,0.01,0.0,6.0,0.15000000000000002,1.1262753666933428e-09,0.0,-0.09329701209507804
ellipsoid,0.01,0.0,7.0,0.17500000000000002,1.2053107359874552e-09,0.0,-0.09189219202935474
ellipsoid,0.01,0.0,8.0,0.2,1.2557186637907954e-09,0.0,-0.09047887503862277
ellipsoid,0.01,0.0,9.0,0.225,1.254781407014494e-09,0.0,-0.08905810786463672
ellipsoid,0.01,0.0,10.0,0.25,1.2731007208169072e-09,0.0,-0.0876289084679758
ellipsoid,0.01,0.0,11.0,0.275,1.3621142834147761e-09,0.0,-0.08619112456058055
ellipsoid,0.01,0.0,12.0,0.30000000000000004,1.4056476752619378e-09,0.0,-0.08474452808893977
ellipsoid,0.01,0.0,13.0,0.325,1.4375030063841202e-09,0.0,-0.08328885845166309
ellipsoid,0.01,0.0,14.0,0.35000000000000003,1.4779276711657908e-09,0.0,-0.08182330029338346
ellipsoid,0.01,0.0,15.0,0.375,1.569324659831278e-09,0.0,-0.08034729433613612
ellipsoid,0.01,0.0,16.0,0.4,1.5939304953717986e-09,0.0,-0.0788618448639369
ellipsoid,0.01,0.0,17.0,0.42500000000000004,1.6780993698103336e-09,0.0,-0.07736481672007055
ellipsoid,0.01,0.0,18.0,0.45,1.6486942265986884e-09,0.0,-0.07585598233622769
ellipsoid,0.01,0.0,19.0,0.47500000000000003,1.7102466856966542e-09,0.0,-0.07433622616625583
ellipsoid,0.01,0.0,20.0,0.5,1.80827333485292e-09,0.0,-0.07280494281429693
ellipsoid,0.01,0.0,21.0,0.525,1.8291179740119133e-09,0.0,-0.07125682976562805
ellipsoid,0.01,0.0,22.0,0.55,1.8321968106478065e-09,0.0,-0.06969908918012813
ellipsoid,0.01,0.0,23.0,0.5750000000000001,1.9620113365338714e-09,0.0,-0.06812703464385222
ellipsoid,0.01,0.0,24.0,0.6000000000000001,1.9653968697109886e-09,0.0,-0.0665386950115513
ellipsoid,0.01,0.0,25.0,0.625,2.023030510170288e-09,0.0,-0.06493631965249785
ellipsoid,0.01,0.0,26.0,0.65,2.132599739317947e-09,0.0,-0.06332480844673709
ellipsoid,0.01,0.0,27.0,0.675,2.1357121900907834e-09,0.0,-0.061691303682020554
ellipsoid,0.01,0.0,28.0,0.7000000000000001,2.209039075675489e-09,0.0,-0.06003132586253517
ellipsoid,0.01,0.0,29.0,0.7250000000000001,2.2123437896975137e-09,0.0,-0.05836157914288344
ellipsoid,0.01,0.0,30.0,0.75,2.333097077238047e-09,0.0,-0.05667219057926858
ellipsoid,0.01,0.0,31.0,0.775,2.3319302135452578e-09,0.0,-0.054950066828922624
ellipsoid,0.01,0.0,32.0,0.8,2.4188607463691543e-09,0.0,-0.05322466770741496
ellipsoid,0.01,0.0,33.0,0.8250000000000001,2.3733500606561657e-09,0.0,-0.05143983640981573
ellipsoid,0.01,0.0,34.0,0.8500000000000001,2.4835331169180647e-09,0.0,-0.04966204261642398
ellipsoid,0.01,0.0,35.0,0.875,2.4899025974081076e-09,0.0,-0.04784449626923272
ellipsoid,0.01,0.0,36.0,0.9,2.49972375384584e-09,0.0,-0.04599808298858311
ellipsoid,0.01,0.0,37.0,0.925,2.586709123713042e-09,0.0,-0.04416321896142028
ellipsoid,0.01,0.0,38.0,0.9500000000000001,2.6791487766417507e-09,0.0,-0.042289433091806654
ellipsoid,0.01,0.0,39.0,0.9750000000000001,2.6807187944701403e-09,0.0,-0.040352751729500626
ellipsoid,0.01,0.0,40.0,1.0,2.7150089178087935e-09,0.0,-0.038386142786623195
ellipsoid,0.01,1.0,0.0,0.0,4.7107635393473546e-33,0.0,-0.10490890313688057
ellipsoid,0.01,1.0,1.0,0.025,4.102982521474805e-10,0.0,-0.10410137853775844
ellipsoid,0.01,1.0,2.0,0.05,6.265641924155211e-10,0.0,-0.10328043842689677
ellipsoid,0.01,1.0,3.0,0.07500000000000001,7.124930688790313e-10,0.0,-0.1024351151561373
ellipsoid,0.01,1.0,4.0,0.1,7.405112709481041e-10,0.0,-0.1007815079385685
ellipsoid,0.01,1.0,5.0,0.125,8.042871726673364e-10,0.0,-0.09911057283666207
ellipsoid,0.01,1.0,6.0,0.15000000000000002,8.540000588545347e-10,0.0,-0.09742407041949387
ellipsoid,0.01,1.0,7.0,0.17500000000000002,9.008070139238807e-10,0.0,-0.09572168966531963
ellipsoid,0.01,1.0,8.0,0.2,1.0080853035485109e-09,0.0,-0.0940019488950242
ellipsoid,0.01,1.0,9.0,0.225,1.0366017600532898e-09,0.0,-0.09226728357460755
ellipsoid,0.01,1.0,10.0,0.25,1.1167406466368627e-09,0.0,-0.09050371992904672
ellipsoid,0.01,1.0,11.0,0.275,1.1877348173686135e-09,0.0,-0.08872638657705835
ellipsoid,0.01,1.0,12.0,0.30000000000000004,1.2310703929802886e-09,0.0,-0.08692581046533825
ellipsoid,0.01,1.0,13.0,0.325,1.2936022694278466e-09,0.0,-0.08510347499132201
ellipsoid,0.01,1.0,14.0,0.35000000000000003,1.4290095764697642e-09,0.0,-0.08325744689290063
ellipsoid,0.01,1.0,15.0,0.375,1.509188333827324e-09,0.0,-0.08138650757207559
ellipsoid,0.01,1.0,16.0,0.4,1.586150231236624e-09,0.0,-0.07948734145112
ellipsoid,0.01,1.0,17.0,0.42500000000000004,1.6321935521791062e-09,0.0,-0.07756177641896873
ellipsoid,0.01,1.0,18.0,0.45,1.7005735388811329e-09,0.0,-0.07560397518952333
ellipsoid,0.01,1.0,19.0,0.47500000000000003,1.8115032171799284e-09,0.0,-0.07361404127951646
ellipsoid,0.01,1.0,20.0,0.5,1.9173011468011755e-09,0.0,-0.07158844895468072
ellipsoid,0.01,1.0,21.0,0.525,2.049710777754043e-09,0.0,-0.06951901313151664
ellipsoid,0.01,1.0,22.0,0.55,2.1367829486349496e-09,0.0,-0.06741888232589013
ellipsoid,0.01,1.0,23.0,0.5750000000000001,2.2407887766143212e-09,0.0,-0.0652452466355581
ellipsoid,0.01,1.0,24.0,0.6000000000000001,2.250767906408466e-09,0.0,-0.06309154064854619
ellipsoid,0.01,1.0,25.0,0.625,2.363662755922989e-09,0.0,-0.06083338640737507
ellipsoid,0.01,1.0,26.0,0.65,2.407305251360518e-09,0.0,-0.05851911662655265
ellipsoid,0.01,1.0,27.0,0.675,2.4813923212661706e-09,0.0,-0.05607689291385198
ellipsoid,0.01,1.0,28.0,0.7000000000000001,2.590293631462076e-09,0.0,-0.053080356742046954
ellipsoid,0.01,1.0,29.0,0.7250000000000001,2.6394135332081053e-09,0.0,-0.05001098779024733
ellipsoid,0.01,1.0,30.0,0.75,2.7626504653057653e-09,0.0,-0.046831660756958264
ellipsoid,0.01,1.0,31.0,0.775,2.756150606943789e-09,0.0,-0.04354731120893331
ellipsoid,0.01,1.0,32.0,0.8,2.9443940700705003e-09,0.0,-0.04012271877001015
ellipsoid,0.01,1.0,33.0,0.8250000000000001,2.957267179259999e-09,0.0,-0.03656794275354799
ellipsoid,0.01,1.0,34.0,0.8500000000000001,3.1015123447248483e-09,0.0,-0.03282332911301415
ellipsoid,0.01,1.0,35.0,0.875,2.999150758877819e-09,0.0,-0.02897722392340702
ellipsoid,0.01,1.0,36.0,0.9,3.3730617629245172e-09,0.0,-0.02453916448600533
ellipsoid,0.01,1.0,37.0,0.925,3.6567566808672478e-09,0.0,-0.020318091056720135
ellipsoid,0.01,1.0,38.0,0.9500000000000001,3.644002375358328e-09,0.0,-0.015080815634518512
ellipsoid,0.01,1.0,39.0,0.9750000000000001,3.0054143073460272e-09,0.0,-0.009888658238605692
ellipsoid,0.01,1.0,40.0,1.0,2.812982075246824e-08,0.0,-4.528581520143357e-06
ellipsoid,0.01,2.0,0.0,0.0,3.132080432330236e-33,0.0,-0.10373836165380419
ellipsoid,0.01,2.0,1.0,0.025,9.69794500014788e-10,0.0,-0.10268813317672643
ellipsoid,0.01,2.0,2.0,0.05,1.3577627443056145e-09,0.0,-0.10126396558928755
ellipsoid,0.01,2.0,3.0,0.07500000000000001,1.4971727294966656e-09,0.0,-0.09981949777916518
ellipsoid,0.01,2.0,4.0,0.1,1.5160215430845573e-09,0.0,-0.09837241168337324
ellipsoid,0.01,2.0,5.0,0.125,1.6084740160065532e-09,0.0,-0.09692113216363848
ellipsoid,0.01,2.0,6.0,0.15000000000000002,1.662756284787134e-09,0.0,-0.0954644187938962
ellipsoid,0.01,2.0,7.0,0.17500000000000002,1.7621030032427855e-09,0.0,-0.09400530302203336
ellipsoid,0.01,2.0,8.0,0.2,1.903927807429987e-09,0.0,-0.09253977836436043
ellipsoid,0.01,2.0,9.0,0.225,1.8885169061064932e-09,0.0,-0.0910841251484162
ellipsoid,0.01,2.0,10.0,0.25,2.0354228284808145e-09,0.0,-0.08960643110610578
ellipsoid,0.01,2.0,11.0,0.275,2.097029529923692e-09,0.0,-0.08813788124255706
ellipsoid,0.01,2.0,12.0,0.30000000000000004,2.2415831397220354e-09,0.0,-0.08664976906496187
ellipsoid,0.01,2.0,13.0,0.325,2.244463886965054e-09,0.0,-0.08517195459923499
ellipsoid,0.01,2.0,14.0,0.35000000000000003,2.316946760750542e-09,0.0,-0.08368587542439886
ellipsoid,0.01,2.0,15.0,0.375,2.4379270894319897e-09,0.0,-0.08218273728504362
ellipsoid,0.01,2.0,16.0,0.4,2.4657072036206027e-09,0.0,-0.08068515471461657
ellipsoid,0.01,2.0,17.0,0.42500000000000004,2.58795533614474e-09,0.0,-0.07917941373384628
ellipsoid,0.01,2.0,18.0,0.45,2.654614450530327e-09,0.0,-0.0776729229618178
ellipsoid,0.01,2.0,19.0,0.47500000000000003,2.7714527496024157e-09,0.0,-0.07616305321128813
ellipsoid,0.01,2.0,20.0,0.5,2.785087510823468e-09,0.0,-0.074645835242632
ellipsoid,0.01,2.0,21.0,0.525,3.004551949921074e-09,0.0,-0.07310988128204163
ellipsoid,0.01,2.0,22.0,0.55,2.9382646056934754e-09,0.0,-0.07159279062898724
ellipsoid,0.01,2.0,23.0,0.5750000000000001,3.0662774027671134e-09,0.0,-0.07004349461246963
ellipsoid,0.01,2.0,24.0,0.6000000000000001,3.132083470943374e-09,0.0,-0.06850171623438826
ellipsoid,0.01,2.0,25.0,0.625,3.2379217114146425e-09,0.0,-0.06695541273986405
ellipsoid,0.01,2.0,26.0,0.65,3.4056411646363345e-09,0.0,-0.06537570103747548
ellipsoid,0.01,2.0,27.0,0.675,3.4056683180874557e-09,0.0,-0.06382440883170555
ellipsoid,0.01,2.0,28.0,0.7000000000000001,3.497953180591823e-09,0.0,-0.06223454939968018
ellipsoid,0.01,2.0,29.0,0.7250000000000001,3.634199429255359e-09,0.0,-0.060644123550747844
ellipsoid,0.01,2.0,30.0,0.75,3.706660215437414e-09,0.0,-0.05904621913176309
ellipsoid,0.01,2.0,31.0,0.775,3.734055903810397e-09,0.0,-0.05744756032302436
ellipsoid,0.01,2.0,32.0,0.8,3.770172242289585e-09,0.0,-0.05584033993808586
