model,true_sphere_distance,learned_distance
r2_gw,0.6309387683868408,0.2881844639778137
r2_gw,0.5020822882652283,0.2737747132778168
r2_gw,0.7846867442131042,0.08253596723079681
r2_gw,0.8271870017051697,0.6737174987792969
r2_gw,0.5703775882720947,0.6173638105392456
r2_gw,0.5965366363525391,0.22022795677185059
r2_gw,0.9449219107627869,0.6026349067687988
r2_gw,0.4493497908115387,0.5611624717712402
r2_gw,0.5326370596885681,0.14235617220401764
r2_gw,0.22039003670215607,0.16501972079277039
r2_gw,0.7992139458656311,0.5032044649124146
r2_gw,0.9851382970809937,0.6616135835647583
r2_gw,0.43907421827316284,0.3217737674713135
r2_gw,0.24277259409427643,0.12741412222385406
r2_gw,0.5999618172645569,0.5142871737480164
r2_gw,0.5094224214553833,0.5309485793113708
r2_gw,0.8697119951248169,0.5910329818725586
r2_gw,0.9779278635978699,0.7710572481155396
r2_gw,0.9348013401031494,0.6301307082176208
r2_gw,0.9040164947509766,0.6549509763717651
r2_gw,0.6917214393615723,0.4570402204990387
r2_gw,0.9023482203483582,0.48577189445495605
r2_gw,0.818743884563446,0.5113921761512756
r2_gw,0.6196081638336182,0.41636922955513
r2_gw,0.5476614832878113,0.38813692331314087
r2_gw,0.9922791719436646,0.5671058893203735
r2_gw,0.4578966796398163,0.38985756039619446
r2_gw,0.21892663836479187,0.03889735788106918
r2_gw,0.5765768885612488,0.2876517176628113
r2_gw,0.5819939970970154,0.416297972202301
r2_gw,0.45176446437835693,0.2520884573459625
r2_gw,0.8553480505943298,0.5041456818580627
r2_gw,0.9348914623260498,0.5151767134666443
r2_gw,0.9852367043495178,0.6818714737892151
r2_gw,0.390960156917572,0.2420782744884491
r2_gw,0.606173038482666,0.3428720235824585
r2_gw,0.702773928642273,0.24765846133232117
r2_gw,0.7981404662132263,0.48663273453712463
r2_gw,0.904886782169342,0.5806527733802795
r2_gw,0.6280765533447266,0.41398170590400696
r2_gw,0.9985353350639343,0.6792788505554199
r2_gw,0.7150434255599976,0.5196182727813721
r2_gw,0.13095669448375702,0.5905376076698303
r2_gw,0.9451320171356201,0.6274632215499878
r2_gw,0.44754958152770996,0.31950294971466064
r2_gw,0.7117330431938171,0.528225302696228
r2_gw,0.77132648229599,0.7420068979263306
r2_gw,0.8599503636360168,0.43852582573890686
r2_gw,0.6285067796707153,0.38141486048698425
r2_gw,0.44942477345466614,0.09799494594335556
r2_gw,0.14048346877098083,0.37577080726623535
r2_gw,0.6980575323104858,0.2629135549068451
r2_gw,0.8745014071464539,0.628348171710968
r2_gw,0.935154139995575,0.6191117763519287
r2_gw,0.25621944665908813,0.26747074723243713
r2_gw,0.35650843381881714,0.4553460478782654
r2_gw,0.8620472550392151,0.6913591027259827
r2_gw,0.9849079847335815,0.7694324851036072
r2_gw,0.4706250727176666,0.15088462829589844
r2_gw,0.42372018098831177,0.31845587491989136
r2_gw,0.6355650424957275,0.4308338165283203
r2_gw,0.23627395927906036,0.13146565854549408
r2_gw,0.6950950026512146,0.5433392524719238
r2_gw,0.47427693009376526,0.2042541205883026
r2_gw,0.8876444697380066,0.5919734239578247
r2_gw,0.5253475904464722,0.09375055879354477
r2_gw,0.3295266628265381,0.12055987119674683
r2_gw,0.7568126320838928,0.4422263205051422
r2_gw,0.6969059109687805,0.42620256543159485
r2_gw,0.4938516914844513,0.35370197892189026
r2_gw,0.8634425401687622,0.5744352340698242
r2_gw,0.548060417175293,0.8279916048049927
r2_gw,0.876764714717865,0.469454288482666
r2_gw,0.16830427944660187,0.12808296084403992
r2_gw,0.81536465883255,0.30941998958587646
r2_gw,0.8138018250465393,0.5181717276573181
r2_gw,0.7257131934165955,0.45925435423851013
r2_gw,0.8843511939048767,0.45047223567962646
r2_gw,0.567103385925293,0.3735617995262146
r2_gw,0.554980456829071,0.30247220396995544
r2_gw,0.6951090693473816,0.47765833139419556
r2_gw,0.7270143032073975,0.645104169845581
r2_gw,0.35671451687812805,0.09763558208942413
r2_gw,0.5724513530731201,0.32837650179862976
r2_gw,0.6174094080924988,0.3841739594936371
r2_gw,0.8005711436271667,0.5978855490684509
r2_gw,0.5806443095207214,0.37021997570991516
r2_gw,0.8080427050590515,0.04728519171476364
r2_gw,0.6025202870368958,0.30142974853515625
r2_gw,0.9842851758003235,0.6403781771659851
r2_gw,0.6649112105369568,0.35972192883491516
r2_gw,0.4215080142021179,0.34665462374687195
r2_gw,0.9291011691093445,0.6152042150497437
r2_gw,0.8156933784484863,0.571837306022644
r2_gw,0.3717253804206848,0.3388768136501312
